|  wavelength | species |     ep |      gf | comments
|  -5483.387  |    27.0 | 1.7104 | -3.664  |
|  -5483.389  |    27.0 | 1.7104 | -2.732  |
|  -5483.393  |    27.0 | 1.7104 | -3.266  |
|  -5483.397  |    27.0 | 1.7104 | -2.822  |
|  -5483.397  |    27.0 | 1.7104 | -3.442  |
|  -5483.402  |    27.0 | 1.7104 | -3.011  |
|  -5483.403  |    27.0 | 1.7104 | -3.317  |
|  -5483.407  |    27.0 | 1.7104 | -3.296  |
|  -5483.407  |    27.0 | 1.7104 | -3.266  |
|   5530.776  |    27.0 | 1.711  | -3.165  | JM/hfs lgf=-2.23 Nitz99
|  -5530.734  |    27.0 | 1.711  | -2.860  |
|  -5530.757  |    27.0 | 1.711  | -3.001  |
|  -5530.767  |    27.0 | 1.711  | -3.700  |
|  -5530.785  |    27.0 | 1.711  | -3.504  |
|  -5530.791  |    27.0 | 1.711  | -3.363  |
|  -5530.794  |    27.0 | 1.711  | -4.814  |
|  -5530.799  |    27.0 | 1.711  | -3.450  |
|  -5530.803  |    27.0 | 1.711  | -3.618  |
|  -5530.808  |    27.0 | 1.711  | -4.404  |
|  -5530.809  |    27.0 | 1.711  | -3.472  |
|  -5530.812  |    27.0 | 1.711  | -4.006  |
|  -5530.816  |    27.0 | 1.711  | -3.563  |
|  -5530.817  |    27.0 | 1.711  | -4.182  |
|  -5530.820  |    27.0 | 1.711  | -3.751  |
|  -5530.822  |    27.0 | 1.711  | -4.057  |
|  -5530.825  |    27.0 | 1.711  | -4.006  |
|  -5530.825  |    27.0 | 1.711  | -4.036  |
|   5647.232  |    27.0 | 2.280  | -2.626  | JM/hfs NIST[C] loggf=-1.56
|  -5647.207  |    27.0 | 2.280  | -2.127  |
|  -5647.220  |    27.0 | 2.280  | -2.343  |
|  -5647.239  |    27.0 | 2.280  | -2.753  |
|  -5647.243  |    27.0 | 2.280  | -3.065  |
|  -5647.246  |    27.0 | 2.280  | -2.592  |
|  -5647.253  |    27.0 | 2.280  | -2.600  |
|  -5647.259  |    27.0 | 2.280  | -2.764  |
|  -5647.265  |    27.0 | 2.280  | -3.618  |
|  -5647.267  |    27.0 | 2.280  | -3.190  |
|  -5647.269  |    27.0 | 2.280  | -2.764  |
|  -5647.269  |    27.0 | 2.280  | -2.940  |
|   6082.4214 |    27.0 | 3.5144 | -1.989  | KRZ/hfs + Asplund loggf=-0.520
|  -6082.3149 |    27.0 | 3.5144 | -2.356  |
|  -6082.3198 |    27.0 | 3.5144 | -2.135  |
|  -6082.3247 |    27.0 | 3.5144 | -2.160  |
|  -6082.3296 |    27.0 | 3.5144 | -2.032  |
|  -6082.3350 |    27.0 | 3.5144 | -2.146  |
|  -6082.3447 |    27.0 | 3.5144 | -2.356  |
|  -6082.3462 |    27.0 | 3.5144 | -1.989  |
|  -6082.3496 |    27.0 | 3.5144 | -2.008  |
|  -6082.3652 |    27.0 | 3.5144 | -2.135  |
|  -6082.3657 |    27.0 | 3.5144 | -2.000  |
|  -6082.3711 |    27.0 | 3.5144 | -1.841  |
|  -6082.3901 |    27.0 | 3.5144 | -2.032  |
|  -6082.3921 |    27.0 | 3.5144 | -2.077  |
|  -6082.3965 |    27.0 | 3.5144 | -1.672  |
|  -6082.4219 |    27.0 | 3.5144 | -2.292  |
|  -6082.4263 |    27.0 | 3.5144 | -1.513  |
|  -6082.4561 |    27.0 | 3.5144 | -2.000  |
|  -6082.4609 |    27.0 | 3.5144 | -1.365  |
|  -6082.4956 |    27.0 | 3.5144 | -2.077  |
|  -6082.5020 |    27.0 | 3.5144 | -1.229  |
|  -6082.5410 |    27.0 | 3.5144 | -2.292  |
|   6093.1484 |    27.0 | 1.7403 | -3.468  | KRZ/hfs + Asplund loggf=-2.440
|  -6093.0952 |    27.0 | 1.7403 | -3.457  |
|  -6093.1157 |    27.0 | 1.7403 | -3.046  |
|  -6093.1240 |    27.0 | 1.7403 | -3.343  |
|  -6093.1392 |    27.0 | 1.7403 | -3.662  |
|  -6093.1597 |    27.0 | 1.7403 | -3.457  |
|  -6093.1738 |    27.0 | 1.7403 | -3.644  |
|  -6093.1738 |    27.0 | 1.7403 | -3.343  |
|  -6093.1846 |    27.0 | 1.7403 | -3.468  |
|   6188.925  |    27.0 | 1.710  | -3.805  | JM/hfs NIST[C] loggf=-2.46
|  -6188.937  |    27.0 | 1.710  | -3.106  |
|  -6188.968  |    27.0 | 1.710  | -3.624  |
|  -6188.979  |    27.0 | 1.710  | -3.398  |
|  -6188.991  |    27.0 | 1.710  | -3.805  |
|  -6189.003  |    27.0 | 1.710  | -3.593  |
|  -6189.012  |    27.0 | 1.710  | -3.804  |
|  -6189.024  |    27.0 | 1.710  | -3.624  |
|  -6189.030  |    27.0 | 1.710  | -3.657  |
|  -6189.038  |    27.0 | 1.710  | -4.521  |
|  -6189.048  |    27.0 | 1.710  | -3.593  |
|  -6189.052  |    27.0 | 1.710  | -3.856  |
|  -6189.057  |    27.0 | 1.710  | -5.764  |
|  -6189.065  |    27.0 | 1.710  | -3.657  |
|  -6189.069  |    27.0 | 1.710  | -4.111  |
|  -6189.075  |    27.0 | 1.710  | -3.856  |
|   6454.946  |    27.0 | 3.632  | -1.4194 |  JM/hfs CoI NIST[B]=-0.25
|  -6454.934  |    27.0 | 3.632  | -2.0562 |
|  -6454.944  |    27.0 | 3.632  | -1.9892 |
|  -6454.933  |    27.0 | 3.632  | -1.7929 |
|  -6454.965  |    27.0 | 3.632  | -2.6882 |
|  -6454.954  |    27.0 | 3.632  | -1.7929 |
|  -6454.937  |    27.0 | 3.632  | -1.5888 |
|  -6454.985  |    27.0 | 3.632  | -2.5333 |
|  -6454.968  |    27.0 | 3.632  | -1.6882 |
|  -6455.010  |    27.0 | 3.632  | -2.5333 |
|  -6454.987  |    27.0 | 3.632  | -1.6412 |
|  -6454.959  |    27.0 | 3.632  | -1.2732 |
|  -6455.040  |    27.0 | 3.632  | -2.6302 |
|  -6455.012  |    27.0 | 3.632  | -1.6468 |
|  -6454.978  |    27.0 | 3.632  | -1.1441 |
|  -6455.074  |    27.0 | 3.632  | -2.8343 |
|  -6455.041  |    27.0 | 3.632  | -1.7204 |
|  -6455.002  |    27.0 | 3.632  | -1.0282 |
|  -6455.114  |    27.0 | 3.632  | -3.2323 |
|  -6455.075  |    27.0 | 3.632  | -1.9312 |
|  -6455.030  |    27.0 | 3.632  | -0.9226 |
|   6814.9688 |    27.0 | 1.9557 | -3.026  | KRZ/hfs + Neves09 loggf=-1.822
|  -6814.8887 |    27.0 | 1.9557 | -2.839  |
|  -6814.9150 |    27.0 | 1.9557 | -2.725  |
|  -6814.9238 |    27.0 | 1.9557 | -2.428  |
|  -6814.9360 |    27.0 | 1.9557 | -2.850  |
|  -6814.9434 |    27.0 | 1.9557 | -3.044  |
|  -6814.9780 |    27.0 | 1.9557 | -2.839  |
|  -6814.9873 |    27.0 | 1.9557 | -2.725  |
|  -6814.9907 |    27.0 | 1.9557 | -2.850  |
|   7417.3853 |    27.0 | 2.0421 | -3.263  | KRZ/hfs + Asplund loggf=-2.070
|  -7417.3076 |    27.0 | 2.0421 | -2.637  |
|  -7417.3491 |    27.0 | 2.0421 | -2.853  |
|  -7417.3838 |    27.0 | 2.0421 | -3.136  |
|  -7417.4126 |    27.0 | 2.0421 | -3.102  |
|  -7417.4141 |    27.0 | 2.0421 | -3.575  |
|  -7417.4355 |    27.0 | 2.0421 | -3.110  |
|  -7417.4487 |    27.0 | 2.0421 | -4.128  |
|  -7417.4517 |    27.0 | 2.0421 | -3.274  |
|  -7417.4639 |    27.0 | 2.0421 | -3.700  |
|  -7417.4736 |    27.0 | 2.0421 | -3.450  |
|  -7417.4766 |    27.0 | 2.0421 | -3.274  |
|   4686.220  |    28.0 | 3.600  | -0.58   | Bensby03 --- Ni I
|   4740.1658 |    28.0 | 3.480  | -1.730  | Asplund
|   4811.9772 |    28.0 | 3.658  | -1.592  | Asplund
|   4814.5979 |    28.0 | 3.597  | -1.620  | Asplund
|   4831.180  |    28.0 | 3.610  | -0.32   | Bensby03
|   4853.7800 |    28.0 | 3.543  | -1.550  | Asplund
|   4857.395  |    28.0 | 3.740  | -0.83   | Bensby03
|   4866.27   |    28.0 | 3.539  | -0.21   | Bensby03
|   4874.7929 |    28.0 | 3.543  | -1.450  | Asplund
|   4886.7108 |    28.0 | 3.706  | -1.780  | Asplund
|   4900.9708 |    28.0 | 3.480  | -1.670  | Asplund
|   4904.420  |    28.0 | 3.540  | -0.25   | Bensby03
|   4913.98   |    28.0 | 3.74   | -0.661  | Neves09
|   4946.04   |    28.0 | 3.80   | -1.224  | Neves09
|   4952.29   |    28.0 | 3.61   | -1.261  | Neves09
|   4953.21   |    28.0 | 3.740  | -0.58   | Bensby03
|   4976.1348 |    28.0 | 3.606  | -1.250  | Asplund
|   4995.66   |    28.0 | 3.63   | -1.611  | Neves09
|   4998.22   |    28.0 | 3.606  | -0.69   | Bensby03
|   5010.94   |    28.0 | 3.63   | -0.901  | Neves09
|   5081.11   |    28.0 | 3.85   |  0.064  | Neves09
|   5082.350  |    28.0 | 3.658  | -0.59   | Reddy03
|   5084.110  |    28.0 | 3.680  | -0.06   | Bensby03
|   5088.540  |    28.0 | 3.850  | -1.04   | Reddy03
|   5088.960  |    28.0 | 3.680  | -1.29   | Bensby03
|   5094.420  |    28.0 | 3.833  | -1.07   | Reddy03
|   5102.970  |    28.0 | 1.680  | -2.66   | Bensby03
|   5115.400  |    28.0 | 3.834  | -0.28   | Reddy03
|   5157.9805 |    28.0 | 3.606  | -1.510  | Asplund
|   5392.330  |    28.0 | 4.150  | -1.32   | Bensby03
|   5435.86   |    28.0 | 1.99   | -2.432  | Neves09
|   5462.50   |    28.0 | 3.85   | -0.880  | Neves09
|   5468.110  |    28.0 | 3.850  | -1.66   | Bensby03
|   5504.0945 |    28.0 | 3.834  | -1.700  | Asplund
|   5510.0092 |    28.0 | 3.847  | -0.900  | Asplund
|   5578.729  |    28.0 | 1.677  | -2.57   | Bensby03
|   5587.870  |    28.0 | 1.930  | -2.44   | Bensby03
|   5589.36   |    28.0 | 3.90   | -1.148  | Neves09
|   5593.746  |    28.0 | 3.899  | -0.78   | Bensby03
|   5625.32   |    28.0 | 4.09   | -0.731  | Neves09
|   5628.35   |    28.0 | 4.09   | -1.316  | Neves09
|   5638.75   |    28.0 | 3.90   | -1.699  | Neves09
|   5641.88   |    28.0 | 4.11   | -1.017  | Neves09
|   5643.08   |    28.0 | 4.16   | -1.234  | Neves09
|   5694.99   |    28.0 | 4.09   | -0.629  | Neves09
|   5748.360  |    28.0 | 1.680  | -3.24   | Bensby03
|   5749.3039 |    28.0 | 3.941  | -2.112  | Asplund
|  -5749.2795 |    28.0 | 3.941  | -2.526  | Asplund
|   5754.670  |    28.0 | 1.930  | -1.85   | Bensby03
|   5805.22   |    28.0 | 4.168  | -0.62   | Bensby03
|   5847.010  |    28.0 | 1.676  | -3.41   | Reddy03
|   5996.740  |    28.0 | 4.236  | -1.01   | Bensby03
|   6007.317  |    28.0 | 1.677  | -3.41   | Bensby03
|   6086.288  |    28.0 | 4.266  | -0.46   | Bensby03
|   6108.120  |    28.0 | 1.680  | -2.43   | Bensby03
|   6111.080  |    28.0 | 4.088  | -0.81   | Reddy03
|   6119.76   |    28.0 | 4.27   | -1.316  | Neves09
|   6128.984  |    28.0 | 1.677  | -3.36   | Bensby03
|   6130.140  |    28.0 | 4.266  | -0.94   | Reddy03
|   6133.980  |    28.0 | 4.090  | -1.91   | Bensby03
|   6175.370  |    28.0 | 4.089  | -0.55   | Reddy03  ** can do
|   6176.7980 |    28.0 | 4.088  | -0.260  | Asplund  ** these three
|   6177.250  |    28.0 | 1.826  | -3.51   | Reddy03  ** together!
|   6186.717  |    28.0 | 4.106  | -0.88   | Bensby03
|   6204.6048 |    28.0 | 4.088  | -1.100  | Asplund
|   6223.9914 |    28.0 | 4.105  | -1.052  | Asplund
|  -6223.9710 |    28.0 | 4.105  | -1.466  | Asplund
|   6230.10   |    28.0 | 4.11   | -1.132  | Neves09
|   6314.668  |    28.0 | 1.936  | -2.00   | Bensby03 **telluric
|   6322.169  |    28.0 | 4.154  | -1.21   | Bensby03
|   6327.600  |    28.0 | 1.680  | -3.06   | Bensby03
|   6360.81   |    28.0 | 4.17   | -1.145  | Neves09
|   6378.2580 |    28.0 | 4.154  | -0.972  | Asplund
|  -6378.2328 |    28.0 | 4.154  | -1.386  | Asplund
|   6414.5884 |    28.0 | 4.154  | -1.180  | Asplund
|   6482.810  |    28.0 | 1.930  | -2.76   | Bensby03 **telluric
|   6598.611  |    28.0 | 4.236  | -0.91   | Bensby03
|   6635.130  |    28.0 | 4.420  | -0.72   | Bensby03
|   6643.640  |    28.0 | 1.676  | -2.03   | Reddy03
|   6767.780  |    28.0 | 1.830  | -2.10   | Bensby03
|   6772.320  |    28.0 | 3.658  | -0.97   | Reddy03
|   6813.610  |    28.0 | 5.340  | -0.33   | Bensby03
|   6842.043  |    28.0 | 3.658  | -1.50   | Bensby03
|   7110.900  |    28.0 | 1.940  | -2.88   | Bensby03
|   7715.591  |    28.0 | 3.700  | -1.01   | Bensby03
|   7748.890  |    28.0 | 3.700  | -0.38   | Reddy03
|   7788.930  |    28.0 | 1.950  | -1.75   | Bensby03
|   7797.950  |    28.0 | 3.900  | -0.35   | Reddy03   ??? it's not there ???
|   7826.770  |    28.0 | 3.700  | -1.84   | Reddy03
|   5105.558  |    29.0 | 1.390  | -2.102  | JM/hfs normalized to loggf=-1.516 (Asplund) --- Cu I
|  -5105.505  |    29.0 | 1.390  | -3.880  |
|  -5105.509  |    29.0 | 1.390  | -2.926  |
|  -5105.511  |    29.0 | 1.390  | -2.880  |
|  -5105.512  |    29.0 | 1.390  | -4.056  |
|  -5105.517  |    29.0 | 1.390  | -2.813  |
|  -5105.520  |    29.0 | 1.390  | -2.558  |
|  -5105.531  |    29.0 | 1.390  | -2.910  |
|  -5105.536  |    29.0 | 1.390  | -2.308  |
|  -5105.503  |    29.0 | 1.390  | -4.232  |
|  -5105.506  |    29.0 | 1.390  | -3.277  |
|  -5105.509  |    29.0 | 1.390  | -3.232  |
|  -5105.510  |    29.0 | 1.390  | -4.408  |
|  -5105.515  |    29.0 | 1.390  | -3.165  |
|  -5105.519  |    29.0 | 1.390  | -2.909  |
|  -5105.530  |    29.0 | 1.390  | -3.262  |
|  -5105.536  |    29.0 | 1.390  | -2.659  |
|  -5105.560  |    29.0 | 1.390  | -2.453  |
|   5218.202  |    29.0 | 3.816  | -0.316  | JM/hfs loggf=+0.476
|  -5218.191  |    29.0 | 3.816  | -1.094  |
|  -5218.193  |    29.0 | 3.816  | -1.140  |
|  -5218.193  |    29.0 | 3.816  | -0.772  |
|  -5218.196  |    29.0 | 3.816  | -2.094  |
|  -5218.196  |    29.0 | 3.816  | -1.027  |
|  -5218.196  |    29.0 | 3.816  | -0.522  |
|  -5218.202  |    29.0 | 3.816  | -2.270  |
|  -5218.202  |    29.0 | 3.816  | -1.124  |
|  -5218.190  |    29.0 | 3.816  | -1.446  |
|  -5218.192  |    29.0 | 3.816  | -1.491  |
|  -5218.192  |    29.0 | 3.816  | -1.123  |
|  -5218.196  |    29.0 | 3.816  | -2.446  |
|  -5218.196  |    29.0 | 3.816  | -1.379  |
|  -5218.196  |    29.0 | 3.816  | -0.874  |
|  -5218.202  |    29.0 | 3.816  | -2.622  |
|  -5218.202  |    29.0 | 3.816  | -1.475  |
|  -5218.202  |    29.0 | 3.816  | -0.667  |
|   5220.065  |    29.0 | 3.816  | -1.8131 | JM/hfs CuI loggf=-0.448
|  -5220.067  |    29.0 | 3.816  | -1.8131 |
|  -5220.066  |    29.0 | 3.816  | -2.2111 |
|  -5220.064  |    29.0 | 3.816  | -1.6090 |
|  -5220.068  |    29.0 | 3.816  | -1.6090 |
|  -5220.066  |    29.0 | 3.816  | -1.5121 |
|  -5220.063  |    29.0 | 3.816  | -1.6670 |
|  -5220.069  |    29.0 | 3.816  | -1.6670 |
|  -5220.066  |    29.0 | 3.816  | -1.0649 |
|  -5220.099  |    29.0 | 3.816  | -2.1611 |
|  -5220.101  |    29.0 | 3.816  | -2.1611 |
|  -5220.100  |    29.0 | 3.816  | -2.5591 |
|  -5220.098  |    29.0 | 3.816  | -1.9570 |
|  -5220.102  |    29.0 | 3.816  | -1.9570 |
|  -5220.100  |    29.0 | 3.816  | -1.8601 |
|  -5220.097  |    29.0 | 3.816  | -2.0150 |
|  -5220.103  |    29.0 | 3.816  | -2.0150 |
|  -5220.100  |    29.0 | 3.816  | -1.4129 |
|   7933.131  |    29.0 | 3.79   | -2.082  | JM/hfs loggf= -0.368
|  -7933.092  |    29.0 | 3.79   | -1.383  |
|  -7933.101  |    29.0 | 3.79   | -1.035  |
|  -7933.115  |    29.0 | 3.79   | -1.383  |
|  -7933.122  |    29.0 | 3.79   | -1.035  |
|  -7933.136  |    29.0 | 3.79   | -1.734  |
|  -7933.154  |    29.0 | 3.79   | -1.383  |
|  -7933.157  |    29.0 | 3.79   | -1.035  |
|   8092.6289 |    29.0 | 3.8167 | -0.561  | KRZ/hfs + Asplund loggf=-0.041
|  -8092.6001 |    29.0 | 3.8167 | -2.055  |
|  -8092.6079 |    29.0 | 3.8167 | -1.707  |
|  -8092.6079 |    29.0 | 3.8167 | -1.356  |
|  -8092.6172 |    29.0 | 3.8167 | -1.008  |
|  -8092.6230 |    29.0 | 3.8167 | -0.909  |
|  -8092.6362 |    29.0 | 3.8167 | -1.754  |
|  -8092.6396 |    29.0 | 3.8167 | -1.406  |
|  -8092.6396 |    29.0 | 3.8167 | -1.356  |
|  -8092.6440 |    29.0 | 3.8167 | -1.008  |
|  -8092.6489 |    29.0 | 3.8167 | -1.356  |
|  -8092.6538 |    29.0 | 3.8167 | -1.008  |
|   4722.1590 |    30.0 | 4.030  | -0.380  | Asplund --- Zn I
|   4810.5340 |    30.0 | 4.080  | -0.160  | Asplund
|   6362.3470 |    30.0 | 5.800  |  0.140  | Asplund
|   7800.268  |    37.1 | 0.00   |  0.13   | Tomkin & Lambert 1999
|   7947.603  |    37.1 | 0.00   | -0.2    |
|   4854.867  |    39.1 | 0.9923 | -0.857  | JM/hfs a3F2 z3D1  gf= -0.38 --- Y II
|  -4854.867  |    39.1 | 0.9923 | -0.602  |
|  -4854.868  |    39.1 | 0.9923 | -1.556  |
|   4883.685  |    39.1 | 1.0841 | -0.298  | JM/hfs a3F4 z3D3 gf= 0.07
|  -4883.685  |    39.1 | 1.0841 | -1.729  |
|  -4883.685  |    39.1 | 1.0841 | -0.185  |
|   4900.110  |    39.1 | 1.0326 | -0.488  | JM/hfs a3F3 z3D2 gf= -0.09
|  -4900.110  |    39.1 | 1.0326 | -1.634  |
|  -4900.110  |    39.1 | 1.0326 | -0.333  |
|   5087.418  |    39.1 | 1.0841 | -0.534  | JM/hfs a3F4 z3F4 gf= -0.17
|  -5087.418  |    39.1 | 1.0841 | -2.078  |
|  -5087.420  |    39.1 | 1.0841 | -2.078  |
|  -5087.420  |    39.1 | 1.0841 | -0.435  |
|   5119.1108 |    39.1 | 0.9923 | -2.904  | KRZ/hfs + Asplund loggf=-1.360
|  -5119.1118 |    39.1 | 0.9923 | -1.758  |
|  -5119.1128 |    39.1 | 0.9923 | -1.603  |
|   5200.411  |    39.1 | 0.9923 | -1.968  | JM/hfs a3F2 z3F2 gf= -0.57
|  -5200.413  |    39.1 | 0.9923 | -1.014  |
|  -5200.413  |    39.1 | 0.9923 | -0.822  |
|  -5200.414  |    39.1 | 0.9923 | -1.968  |
|   5402.7729 |    39.1 | 1.8390 | -1.984  | KRZ/hfs + Reddy03 loggf=-0.44
|  -5402.7739 |    39.1 | 1.8390 | -0.838  |
|  -5402.7754 |    39.1 | 1.8390 | -0.683  |
|   5112.280  |    40.1 | 1.66   | -0.59   | Reddy03 --- Zr II
|   5853.696  |    56.1 | 0.604  | -2.915  | JM/hfs  --- BaII log gf = -0.91
|  -5853.697  |    56.1 | 0.604  | -2.857  |
|  -5853.697  |    56.1 | 0.604  | -3.148  |
|  -5853.698  |    56.1 | 0.604  | -3.090  |
|  -5853.699  |    56.1 | 0.604  | -3.295  |
|  -5853.699  |    56.1 | 0.604  | -3.061  |
|  -5853.700  |    56.1 | 0.604  | -2.760  |
|  -5853.700  |    56.1 | 0.604  | -3.693  |
|  -5853.700  |    56.1 | 0.604  | -2.546  |
|  -5853.700  |    56.1 | 0.604  | -2.530  |
|  -5853.700  |    56.1 | 0.604  | -3.459  |
|  -5853.700  |    56.1 | 0.604  | -2.313  |
|  -5853.700  |    56.1 | 0.604  | -1.054  |
|  -5853.700  |    56.1 | 0.604  | -2.012  |
|  -5853.700  |    56.1 | 0.604  | -2.994  |
|  -5853.701  |    56.1 | 0.604  | -3.295  |
|  -5853.702  |    56.1 | 0.604  | -3.061  |
|  -5853.703  |    56.1 | 0.604  | -2.857  |
|  -5853.703  |    56.1 | 0.604  | -3.090  |
|  -5853.704  |    56.1 | 0.604  | -3.148  |
|  -5853.704  |    56.1 | 0.604  | -2.915  |
|   6141.695  |    56.1 | 0.704  | -3.641  | JM/hfs log gf = -0.08
|  -6141.695  |    56.1 | 0.704  | -3.407  |
|  -6141.697  |    56.1 | 0.704  | -2.495  |
|  -6141.697  |    56.1 | 0.704  | -2.261  |
|  -6141.698  |    56.1 | 0.704  | -3.465  |
|  -6141.698  |    56.1 | 0.704  | -3.231  |
|  -6141.699  |    56.1 | 0.704  | -1.686  |
|  -6141.699  |    56.1 | 0.704  | -1.453  |
|  -6141.699  |    56.1 | 0.704  | -2.398  |
|  -6141.699  |    56.1 | 0.704  | -2.164  |
|  -6141.700  |    56.1 | 0.704  | -1.700  |
|  -6141.700  |    56.1 | 0.704  | -0.224  |
|  -6141.700  |    56.1 | 0.704  | -1.182  |
|  -6141.701  |    56.1 | 0.704  | -1.892  |
|  -6141.701  |    56.1 | 0.704  | -1.659  |
|  -6141.701  |    56.1 | 0.704  | -2.510  |
|  -6141.701  |    56.1 | 0.704  | -2.277  |
|  -6141.702  |    56.1 | 0.704  | -1.909  |
|  -6141.702  |    56.1 | 0.704  | -2.465  |
|  -6141.702  |    56.1 | 0.704  | -2.143  |
|  -6141.703  |    56.1 | 0.704  | -2.231  |
|   6496.900  |    56.1 | 0.604  | -2.000  | JM/hfs log gf = -0.38
|  -6496.906  |    56.1 | 0.604  | -2.764  |
|  -6496.907  |    56.1 | 0.604  | -2.367  |
|  -6496.889  |    56.1 | 0.604  | -3.066  |
|  -6496.910  |    56.1 | 0.604  | -2.367  |
|  -6496.892  |    56.1 | 0.604  | -2.367  |
|  -6496.896  |    56.1 | 0.604  | -1.919  |
|  -6496.900  |    56.1 | 0.604  | -1.482  |
|  -6496.906  |    56.1 | 0.604  | -2.531  |
|  -6496.908  |    56.1 | 0.604  | -2.133  |
|  -6496.888  |    56.1 | 0.604  | -2.832  |
|  -6496.912  |    56.1 | 0.604  | -2.133  |
|  -6496.891  |    56.1 | 0.604  | -2.133  |
|  -6496.896  |    56.1 | 0.604  | -1.686  |
|  -6496.900  |    56.1 | 0.604  | -0.524  |
